工资ID,员工ID,本月工时,本月时薪,本月销售额度,本月销售提成比例,本月销售提成额度,本月项目补助,本月住房补助,本月交通补助,本月通讯补助,本月伙食补助,本月高温补助,本月取暖补助,本月其他补助,本月单位养老保险金额,本月个人养老保险金额,本月单位医疗保险金额,本月个人医疗保险金额,本月单位失业保险金额,本月个人失业保险金额,本月单位工伤保险金额,本月单位生育保险金额,本月单位公积金金额,本月个人住房公积金金额,本月工资日期,本月工资金额,本月总投入金额,创建日期,备注
1087,1353,187.0,50,194493.0,0.03,0.03,500,1500,500,500,1000,500,500,0,1870.0,748.0,842.0,187.0,187.0,94.0,94.0,842.0,1122.0,1122.0,2025-08-05,15184.79,21170.79,2025-08-09 20:29:12,能力你的增加网络时候这种.
1088,1354,144.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,5760.0,2304.0,2592.0,576.0,576.0,288.0,288.0,2592.0,3456.0,3456.0,2025-08-11,28800.0,47232.0,2025-08-11 11:53:46,这些等级精华主题进入地区大家.
1089,1355,149.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,2980.0,1192.0,1341.0,298.0,298.0,149.0,149.0,1341.0,1788.0,1788.0,2025-08-11,14900.0,24436.0,2025-08-04 09:14:44,
1090,1356,157.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2512.0,1005.0,1130.0,251.0,251.0,126.0,126.0,1130.0,1507.0,1507.0,2025-08-13,12560.0,20598.0,2025-08-01 04:14:55,
1091,1357,191.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1910.0,764.0,860.0,191.0,191.0,96.0,96.0,860.0,1146.0,1146.0,2025-08-04,9550.0,15664.0,2025-08-02 09:58:08,
1092,1358,174.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3480.0,1392.0,1566.0,348.0,348.0,174.0,174.0,1566.0,2088.0,2088.0,2025-08-09,17400.0,28536.0,2025-08-11 01:19:40,知道电脑包括支持投资.
1093,1360,198.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1980.0,792.0,891.0,198.0,198.0,99.0,99.0,891.0,1188.0,1188.0,2025-08-06,9900.0,16236.0,2025-08-10 10:34:03,国家品牌威望学习记者是否增加注意.
1094,1361,173.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2768.0,1107.0,1246.0,277.0,277.0,138.0,138.0,1246.0,1661.0,1661.0,2025-08-07,13840.0,22698.0,2025-08-12 21:25:05,
1095,1362,168.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1680.0,672.0,756.0,168.0,168.0,84.0,84.0,756.0,1008.0,1008.0,2025-08-13,8400.0,13776.0,2025-08-09 13:32:00,
1096,1363,185.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2960.0,1184.0,1332.0,296.0,296.0,148.0,148.0,1332.0,1776.0,1776.0,2025-08-10,14800.0,24272.0,2025-08-11 07:54:17,
1097,1365,199.0,100,26704.0,0.03,0.03,500,1500,500,500,1000,500,500,0,3980.0,1592.0,1791.0,398.0,398.0,199.0,199.0,1791.0,2388.0,2388.0,2025-08-11,20701.12,33437.119999999995,2025-08-04 06:51:21,
1098,1366,198.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3960.0,1584.0,1782.0,396.0,396.0,198.0,198.0,1782.0,2376.0,2376.0,2025-08-05,19800.0,32472.0,2025-08-02 18:49:17,
1099,1370,158.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-08,31600.0,50800.0,2025-08-03 03:34:25,
1100,1371,162.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4860.0,1944.0,2187.0,486.0,486.0,243.0,243.0,2187.0,2916.0,2916.0,2025-08-03,24300.0,39852.0,2025-08-05 18:35:23,
1101,1372,157.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2512.0,1005.0,1130.0,251.0,251.0,126.0,126.0,1130.0,1507.0,1507.0,2025-08-09,12560.0,20598.0,2025-08-11 18:25:43,
1102,1373,183.0,100,143491.0,0.03,0.03,500,1500,500,500,1000,500,500,0,3660.0,1464.0,1647.0,366.0,366.0,183.0,183.0,1647.0,2196.0,2196.0,2025-08-12,22604.73,34316.729999999996,2025-08-06 08:33:08,
1103,1374,194.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5820.0,2328.0,2619.0,582.0,582.0,291.0,291.0,2619.0,3492.0,3492.0,2025-08-10,29100.0,47724.0,2025-08-03 22:12:08,合作图片主要公司能力.
1104,1375,183.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5490.0,2196.0,2470.0,549.0,549.0,274.0,274.0,2470.0,3294.0,3294.0,2025-08-11,27450.0,45016.0,2025-08-01 18:33:18,其中可是文化无法.
1105,1376,161.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1610.0,644.0,724.0,161.0,161.0,80.0,80.0,724.0,966.0,966.0,2025-08-07,8050.0,13200.0,2025-08-09 07:48:43,
1106,1377,138.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1380.0,552.0,621.0,138.0,138.0,69.0,69.0,621.0,828.0,828.0,2025-08-13,6900.0,11316.0,2025-08-10 12:37:40,
1107,1378,157.0,80,210335.0,0.03,0.03,500,1500,500,500,1000,500,500,0,2512.0,1005.0,1130.0,251.0,251.0,126.0,126.0,1130.0,1507.0,1507.0,2025-08-10,18870.05,26908.05,2025-08-08 05:54:35,
1108,1380,137.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2192.0,877.0,986.0,219.0,219.0,110.0,110.0,986.0,1315.0,1315.0,2025-08-11,10960.0,17974.0,2025-08-12 04:03:51,就是情况可是.
1109,1381,147.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,5880.0,2352.0,2646.0,588.0,588.0,294.0,294.0,2646.0,3528.0,3528.0,2025-08-12,29400.0,48216.0,2025-08-05 02:47:49,
1110,1382,171.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2736.0,1094.0,1231.0,274.0,274.0,137.0,137.0,1231.0,1642.0,1642.0,2025-08-09,13680.0,22436.0,2025-08-06 20:42:43,
1111,1383,167.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3340.0,1336.0,1503.0,334.0,334.0,167.0,167.0,1503.0,2004.0,2004.0,2025-08-07,16700.0,27388.0,2025-08-05 05:52:01,
1112,1384,163.0,80,209838.0,0.03,0.03,500,1500,500,500,1000,500,500,0,2608.0,1043.0,1174.0,261.0,261.0,130.0,130.0,1174.0,1565.0,1565.0,2025-08-13,19335.14,27681.14,2025-08-07 06:42:47,回复不能认为无法国内方面是否.
1113,1386,171.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1710.0,684.0,770.0,171.0,171.0,86.0,86.0,770.0,1026.0,1026.0,2025-08-07,8550.0,14024.0,2025-08-13 13:01:24,
1114,1387,170.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-05,34000.0,53200.0,2025-08-08 03:14:41,
1115,1388,157.0,200,132900.0,0.03,0.03,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-03,35387.0,54587.0,2025-08-08 22:58:56,
1116,1389,171.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3420.0,1368.0,1539.0,342.0,342.0,171.0,171.0,1539.0,2052.0,2052.0,2025-08-03,17100.0,28044.0,2025-08-03 01:34:16,
1117,1390,162.0,50,44338.0,0.03,0.03,500,1500,500,500,1000,500,500,0,1620.0,648.0,729.0,162.0,162.0,81.0,81.0,729.0,972.0,972.0,2025-08-03,9430.14,14614.14,2025-08-02 15:35:42,
1118,1391,158.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2528.0,1011.0,1138.0,253.0,253.0,126.0,126.0,1138.0,1517.0,1517.0,2025-08-07,12640.0,20730.0,2025-08-02 16:18:58,不要看到如此地方.
1119,1392,143.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4290.0,1716.0,1930.0,429.0,429.0,214.0,214.0,1930.0,2574.0,2574.0,2025-08-10,21450.0,35176.0,2025-08-07 12:46:26,
1120,1393,148.0,200,275594.0,0.03,0.03,500,1500,500,500,1000,500,500,0,5920.0,2368.0,2664.0,592.0,592.0,296.0,296.0,2664.0,3552.0,3552.0,2025-08-08,37867.82,56811.82,2025-08-13 16:57:26,
1121,1394,161.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4830.0,1932.0,2174.0,483.0,483.0,242.0,242.0,2174.0,2898.0,2898.0,2025-08-13,24150.0,39608.0,2025-08-12 05:42:50,
1122,1395,186.0,150,130064.0,0.03,0.03,500,1500,500,500,1000,500,500,0,5580.0,2232.0,2511.0,558.0,558.0,279.0,279.0,2511.0,3348.0,3348.0,2025-08-06,31801.92,49657.92,2025-08-06 10:57:07,
1123,1396,152.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1520.0,608.0,684.0,152.0,152.0,76.0,76.0,684.0,912.0,912.0,2025-08-05,7600.0,12464.0,2025-08-07 02:43:09,
1124,1397,153.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3060.0,1224.0,1377.0,306.0,306.0,153.0,153.0,1377.0,1836.0,1836.0,2025-08-11,15300.0,25092.0,2025-08-04 05:56:22,进入发布喜欢大家.
1125,1399,147.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2352.0,941.0,1058.0,235.0,235.0,118.0,118.0,1058.0,1411.0,1411.0,2025-08-02,11760.0,19286.0,2025-08-05 15:18:38,有限所以一点应该论坛运行.
1126,1400,184.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3680.0,1472.0,1656.0,368.0,368.0,184.0,184.0,1656.0,2208.0,2208.0,2025-08-02,18400.0,30176.0,2025-08-13 09:55:22,所以标准应该更新注册单位音乐下载.
1127,1401,172.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3440.0,1376.0,1548.0,344.0,344.0,172.0,172.0,1548.0,2064.0,2064.0,2025-08-02,17200.0,28208.0,2025-08-09 22:38:17,
1128,1403,145.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4350.0,1740.0,1958.0,435.0,435.0,218.0,218.0,1958.0,2610.0,2610.0,2025-08-12,21750.0,35672.0,2025-08-08 17:22:31,是一部门中国大家任何分析关系.
1129,1404,160.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1600.0,640.0,720.0,160.0,160.0,80.0,80.0,720.0,960.0,960.0,2025-08-13,8000.0,13120.0,2025-08-03 17:38:11,
1130,1406,154.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3080.0,1232.0,1386.0,308.0,308.0,154.0,154.0,1386.0,1848.0,1848.0,2025-08-02,15400.0,25256.0,2025-08-05 00:24:51,
1131,1408,191.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5730.0,2292.0,2578.0,573.0,573.0,286.0,286.0,2578.0,3438.0,3438.0,2025-08-07,28650.0,46984.0,2025-08-09 22:22:26,
1132,1409,194.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,3104.0,1242.0,1397.0,310.0,310.0,155.0,155.0,1397.0,1862.0,1862.0,2025-08-04,15520.0,25452.0,2025-08-04 20:40:47,
1133,1411,169.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5070.0,2028.0,2282.0,507.0,507.0,254.0,254.0,2282.0,3042.0,3042.0,2025-08-08,25350.0,41576.0,2025-08-12 22:34:53,产品精华帮助地区上海活动新闻.
1134,1412,169.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5070.0,2028.0,2282.0,507.0,507.0,254.0,254.0,2282.0,3042.0,3042.0,2025-08-04,25350.0,41576.0,2025-08-09 06:32:03,
1135,1413,184.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2944.0,1178.0,1325.0,294.0,294.0,147.0,147.0,1325.0,1766.0,1766.0,2025-08-09,14720.0,24140.0,2025-08-10 22:28:36,
1136,1414,167.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-13,33400.0,52600.0,2025-08-10 09:23:42,
1137,1416,166.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4980.0,1992.0,2241.0,498.0,498.0,249.0,249.0,2241.0,2988.0,2988.0,2025-08-12,24900.0,40836.0,2025-08-02 00:03:12,更多或者目前结果需要.
1138,1417,190.0,50,165566.0,0.03,0.03,500,1500,500,500,1000,500,500,0,1900.0,760.0,855.0,190.0,190.0,95.0,95.0,855.0,1140.0,1140.0,2025-08-06,14466.98,20546.98,2025-08-14 08:12:25,
1139,1418,183.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3660.0,1464.0,1647.0,366.0,366.0,183.0,183.0,1647.0,2196.0,2196.0,2025-08-06,18300.0,30012.0,2025-08-08 00:14:25,
1140,1419,191.0,150,92827.0,0.03,0.03,500,1500,500,500,1000,500,500,0,5730.0,2292.0,2578.0,573.0,573.0,286.0,286.0,2578.0,3438.0,3438.0,2025-08-01,31434.81,49768.81,2025-08-01 13:16:22,
1141,1420,189.0,80,253316.0,0.03,0.03,500,1500,500,500,1000,500,500,0,3024.0,1210.0,1361.0,302.0,302.0,151.0,151.0,1361.0,1814.0,1814.0,2025-08-05,22719.48,32395.48,2025-08-07 10:26:36,都是不会孩子加入.
1142,1421,196.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5880.0,2352.0,2646.0,588.0,588.0,294.0,294.0,2646.0,3528.0,3528.0,2025-08-06,29400.0,48216.0,2025-08-05 02:55:37,
1143,1422,157.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3140.0,1256.0,1413.0,314.0,314.0,157.0,157.0,1413.0,1884.0,1884.0,2025-08-11,15700.0,25748.0,2025-08-14 04:44:27,
1144,1425,182.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1820.0,728.0,819.0,182.0,182.0,91.0,91.0,819.0,1092.0,1092.0,2025-08-04,9100.0,14924.0,2025-08-05 06:17:30,的话人员更多以上继续电子特别使用.
1145,1427,160.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4800.0,1920.0,2160.0,480.0,480.0,240.0,240.0,2160.0,2880.0,2880.0,2025-08-06,24000.0,39360.0,2025-08-07 01:24:21,
1146,1430,151.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1510.0,604.0,680.0,151.0,151.0,76.0,76.0,680.0,906.0,906.0,2025-08-11,7550.0,12384.0,2025-08-08 13:59:15,
1147,1431,179.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3580.0,1432.0,1611.0,358.0,358.0,179.0,179.0,1611.0,2148.0,2148.0,2025-08-07,17900.0,29356.0,2025-08-05 04:16:59,决定最大国际支持一次学校品牌.
1148,1432,189.0,150,293005.0,0.03,0.03,500,1500,500,500,1000,500,500,0,5670.0,2268.0,2552.0,567.0,567.0,284.0,284.0,2552.0,3402.0,3402.0,2025-08-11,37140.15,55286.15,2025-08-07 20:17:53,
1149,1433,156.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1560.0,624.0,702.0,156.0,156.0,78.0,78.0,702.0,936.0,936.0,2025-08-12,7800.0,12792.0,2025-08-14 03:42:13,主题服务积分地区作品出来因此.
1150,1434,162.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1620.0,648.0,729.0,162.0,162.0,81.0,81.0,729.0,972.0,972.0,2025-08-06,8100.0,13284.0,2025-08-05 05:32:50,
1151,1435,185.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5550.0,2220.0,2498.0,555.0,555.0,278.0,278.0,2498.0,3330.0,3330.0,2025-08-11,27750.0,45512.0,2025-08-12 23:23:58,
1152,1437,188.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5640.0,2256.0,2538.0,564.0,564.0,282.0,282.0,2538.0,3384.0,3384.0,2025-08-03,28200.0,46248.0,2025-08-12 11:52:55,
1153,1438,184.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-07,36800.0,56000.0,2025-08-09 02:49:16,
1154,1439,139.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2224.0,890.0,1001.0,222.0,222.0,111.0,111.0,1001.0,1334.0,1334.0,2025-08-04,11120.0,18236.0,2025-08-04 16:47:01,
1155,1440,186.0,50,156352.0,0.03,0.03,500,1500,500,500,1000,500,500,0,1860.0,744.0,837.0,186.0,186.0,93.0,93.0,837.0,1116.0,1116.0,2025-08-02,13990.56,19942.559999999998,2025-08-08 02:49:20,论坛客户系统完全根据然后那个.
1156,1441,191.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3820.0,1528.0,1719.0,382.0,382.0,191.0,191.0,1719.0,2292.0,2292.0,2025-08-12,19100.0,31324.0,2025-08-08 17:54:38,
1157,1442,143.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4290.0,1716.0,1930.0,429.0,429.0,214.0,214.0,1930.0,2574.0,2574.0,2025-08-03,21450.0,35176.0,2025-08-04 05:50:35,语言能够提供电影.
1158,1444,161.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3220.0,1288.0,1449.0,322.0,322.0,161.0,161.0,1449.0,1932.0,1932.0,2025-08-03,16100.0,26404.0,2025-08-06 06:10:08,这种地方非常能力.
1159,1445,154.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4620.0,1848.0,2079.0,462.0,462.0,231.0,231.0,2079.0,2772.0,2772.0,2025-08-10,23100.0,37884.0,2025-08-12 18:46:29,
1160,1446,148.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4440.0,1776.0,1998.0,444.0,444.0,222.0,222.0,1998.0,2664.0,2664.0,2025-08-06,22200.0,36408.0,2025-08-11 08:52:07,
1161,1447,150.0,100,208433.0,0.03,0.03,500,1500,500,500,1000,500,500,0,3000.0,1200.0,1350.0,300.0,300.0,150.0,150.0,1350.0,1800.0,1800.0,2025-08-08,21252.989999999998,30852.989999999998,2025-08-07 12:59:31,
1162,1448,159.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1590.0,636.0,716.0,159.0,159.0,80.0,80.0,716.0,954.0,954.0,2025-08-07,7950.0,13040.0,2025-08-13 08:23:07,
1163,1449,166.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3320.0,1328.0,1494.0,332.0,332.0,166.0,166.0,1494.0,1992.0,1992.0,2025-08-13,16600.0,27224.0,2025-08-07 08:21:03,世界基本所有操作一种解决.
1164,1450,198.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-07,39600.0,58800.0,2025-08-08 13:33:40,
1165,1454,196.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-06,39200.0,58400.0,2025-08-07 14:08:44,
1166,1455,182.0,100,140552.0,0.03,0.03,500,1500,500,500,1000,500,500,0,3640.0,1456.0,1638.0,364.0,364.0,182.0,182.0,1638.0,2184.0,2184.0,2025-08-08,22416.559999999998,34064.56,2025-08-13 16:25:27,
1167,1456,144.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4320.0,1728.0,1944.0,432.0,432.0,216.0,216.0,1944.0,2592.0,2592.0,2025-08-09,21600.0,35424.0,2025-08-11 18:43:42,
1168,1457,197.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5910.0,2364.0,2660.0,591.0,591.0,296.0,296.0,2660.0,3546.0,3546.0,2025-08-09,29550.0,48464.0,2025-08-09 02:08:10,个人广告作为查看介绍.
1169,1458,173.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3460.0,1384.0,1557.0,346.0,346.0,173.0,173.0,1557.0,2076.0,2076.0,2025-08-11,17300.0,28372.0,2025-08-04 00:07:44,
1170,1460,143.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4290.0,1716.0,1930.0,429.0,429.0,214.0,214.0,1930.0,2574.0,2574.0,2025-08-01,21450.0,35176.0,2025-08-07 19:24:29,
1171,1461,182.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-03,36400.0,55600.0,2025-08-12 11:42:42,方面如何完全内容为什网站.
1172,1462,162.0,50,135324.0,0.03,0.03,500,1500,500,500,1000,500,500,0,1620.0,648.0,729.0,162.0,162.0,81.0,81.0,729.0,972.0,972.0,2025-08-09,12159.72,17343.72,2025-08-07 03:06:19,质量希望社区那么两个有限.
1173,1463,143.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,2860.0,1144.0,1287.0,286.0,286.0,143.0,143.0,1287.0,1716.0,1716.0,2025-08-12,14300.0,23452.0,2025-08-09 22:38:00,
1174,1464,163.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2608.0,1043.0,1174.0,261.0,261.0,130.0,130.0,1174.0,1565.0,1565.0,2025-08-06,13040.0,21386.0,2025-08-13 10:46:22,
1175,1465,190.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1900.0,760.0,855.0,190.0,190.0,95.0,95.0,855.0,1140.0,1140.0,2025-08-11,9500.0,15580.0,2025-08-01 07:36:34,
1176,1466,174.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1740.0,696.0,783.0,174.0,174.0,87.0,87.0,783.0,1044.0,1044.0,2025-08-10,8700.0,14268.0,2025-08-10 06:02:10,那些在线生活位置.
1177,1467,184.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2944.0,1178.0,1325.0,294.0,294.0,147.0,147.0,1325.0,1766.0,1766.0,2025-08-01,14720.0,24140.0,2025-08-12 21:02:34,
1178,1469,177.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3540.0,1416.0,1593.0,354.0,354.0,177.0,177.0,1593.0,2124.0,2124.0,2025-08-12,17700.0,29028.0,2025-08-02 22:44:43,
1179,1470,155.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1550.0,620.0,698.0,155.0,155.0,78.0,78.0,698.0,930.0,930.0,2025-08-08,7750.0,12712.0,2025-08-07 22:59:14,只有最新点击服务大学都是任何.
1180,1471,170.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3400.0,1360.0,1530.0,340.0,340.0,170.0,170.0,1530.0,2040.0,2040.0,2025-08-10,17000.0,27880.0,2025-08-10 15:22:05,
1181,1473,188.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-04,37600.0,56800.0,2025-08-05 00:57:14,
1182,1476,137.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4110.0,1644.0,1850.0,411.0,411.0,206.0,206.0,1850.0,2466.0,2466.0,2025-08-04,20550.0,33704.0,2025-08-02 07:13:52,
1183,1477,181.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-09,36200.0,55400.0,2025-08-08 01:11:05,这些参加一个单位.
1184,1478,176.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5280.0,2112.0,2376.0,528.0,528.0,264.0,264.0,2376.0,3168.0,3168.0,2025-08-09,26400.0,43296.0,2025-08-08 10:52:48,网上制作时候同时可以论坛.
1185,1479,199.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3980.0,1592.0,1791.0,398.0,398.0,199.0,199.0,1791.0,2388.0,2388.0,2025-08-10,19900.0,32636.0,2025-08-06 23:06:20,
1186,1480,138.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,5520.0,2208.0,2484.0,552.0,552.0,276.0,276.0,2484.0,3312.0,3312.0,2025-08-02,27600.0,45264.0,2025-08-09 08:59:23,
1187,1481,158.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4740.0,1896.0,2133.0,474.0,474.0,237.0,237.0,2133.0,2844.0,2844.0,2025-08-08,23700.0,38868.0,2025-08-05 14:59:24,
1188,1482,177.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3540.0,1416.0,1593.0,354.0,354.0,177.0,177.0,1593.0,2124.0,2124.0,2025-08-13,17700.0,29028.0,2025-08-01 13:53:22,
1189,1483,189.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5670.0,2268.0,2552.0,567.0,567.0,284.0,284.0,2552.0,3402.0,3402.0,2025-08-06,28350.0,46496.0,2025-08-06 12:27:01,方式自己必须喜欢积分工程责任学生.
1190,1484,146.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2336.0,934.0,1051.0,234.0,234.0,117.0,117.0,1051.0,1402.0,1402.0,2025-08-13,11680.0,19156.0,2025-08-13 17:24:02,
1191,1485,148.0,50,216692.0,0.03,0.03,500,1500,500,500,1000,500,500,0,1480.0,592.0,666.0,148.0,148.0,74.0,74.0,666.0,888.0,888.0,2025-08-10,13900.759999999998,18636.76,2025-08-08 08:43:25,
1192,1486,139.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,5560.0,2224.0,2502.0,556.0,556.0,278.0,278.0,2502.0,3336.0,3336.0,2025-08-01,27800.0,45592.0,2025-08-09 06:44:12,
1193,1487,198.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,3168.0,1267.0,1426.0,317.0,317.0,158.0,158.0,1426.0,1901.0,1901.0,2025-08-11,15840.0,25978.0,2025-08-07 22:27:48,最后城市经验女人北京.
1194,1488,139.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1390.0,556.0,626.0,139.0,139.0,70.0,70.0,626.0,834.0,834.0,2025-08-13,6950.0,11400.0,2025-08-13 16:16:26,
1195,1490,186.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5580.0,2232.0,2511.0,558.0,558.0,279.0,279.0,2511.0,3348.0,3348.0,2025-08-01,27900.0,45756.0,2025-08-07 19:06:23,运行详细学习现在欢迎美国那些公司.
1196,1491,190.0,200,217479.0,0.03,0.03,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-12,44524.37,63724.37,2025-08-11 22:04:50,
1197,1493,146.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4380.0,1752.0,1971.0,438.0,438.0,219.0,219.0,1971.0,2628.0,2628.0,2025-08-05,21900.0,35916.0,2025-08-09 20:56:31,
1198,1494,175.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3500.0,1400.0,1575.0,350.0,350.0,175.0,175.0,1575.0,2100.0,2100.0,2025-08-01,17500.0,28700.0,2025-08-09 00:14:23,
1199,1497,179.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5370.0,2148.0,2416.0,537.0,537.0,268.0,268.0,2416.0,3222.0,3222.0,2025-08-06,26850.0,44032.0,2025-08-04 02:41:40,密码朋友今年.
1200,1498,161.0,200,251078.0,0.03,0.03,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-07,39732.34,58932.34,2025-08-12 00:25:59,程序感觉发现以下部门网络不过.
1201,1499,153.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1530.0,612.0,688.0,153.0,153.0,76.0,76.0,688.0,918.0,918.0,2025-08-12,7650.0,12544.0,2025-08-02 10:26:17,学习经验时间.
